codigo_procedimento,status,justificativa,valor,especialidade
PROC007,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,2771.71,Ortopedia e Traumatologia
PROC019,Negado,"Divergência na codificação TUSS, lateralidade ou preenchimento incorreto da guia.",8504.29,Oncologia
PROC019,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,1346.61,Neurocirurgia
PROC002,Negado,Falta de comprovação do esgotamento de linhas de tratamento conservadoras.,8951.31,Cirurgia Cardiovascular
PROC017,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,25890.72,Gastroenterologia
PROC005,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",18238.92,Oncologia
PROC013,Negado,Incompatibilidade técnica entre o CID informado e o procedimento solicitado.,5287.93,Urologia
PROC011,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,5870.48,Nefrologia
PROC020,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",25261.35,Neurocirurgia
PROC018,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,24407.46,Pneumologia
PROC005,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",25209.92,Gastroenterologia
PROC012,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,23989.43,Cirurgia Cardiovascular
PROC018,Negado,Fracionamento indevido de códigos TUSS do procedimento cirúrgico principal.,14645.33,Nefrologia
PROC017,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,2993.6,Oncologia
PROC002,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,34443.39,Pneumologia
PROC009,Negado,"Tratamento elegível para via ambulatorial, sem justificativa clínica para internação.",4070.02,Endocrinologia
PROC018,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,4663.82,Cardiologia
PROC018,Negado,"Procedimento experimental, off-label ou fora do rol de coberturas contratuais.",7305.52,Reumatologia
PROC017,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,32515.19,Nefrologia
PROC013,Negado,Negativa por Cobertura Parcial Temporária (CPT) vigente para doença preexistente.,17402.08,Urologia
PROC002,Negado,Incompatibilidade técnica entre o CID informado e o procedimento solicitado.,11359.83,Clínica Médica
PROC015,Negado,Negativa por Cobertura Parcial Temporária (CPT) vigente para doença preexistente.,13714.38,Reumatologia
PROC018,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,11143.21,Anestesiologia
PROC006,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,26045.69,Neurologia
PROC004,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,20013.03,Ginecologia e Obstetrícia
PROC005,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,1390.81,Gastroenterologia
PROC015,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",21374.56,Endocrinologia
PROC020,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",3663.37,Nefrologia
PROC011,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,18796.49,Neurocirurgia
PROC017,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,4307.76,Gastroenterologia
PROC008,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",13394.97,Pneumologia
PROC007,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,5077.6,Anestesiologia
PROC012,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,33610.71,Oftalmologia
PROC011,Negado,"Glosa técnica por incompatibilidade, redundância ou excesso de OPMEs solicitadas.",7252.83,Ginecologia e Obstetrícia
PROC018,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",18583.65,Nefrologia
PROC017,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,31561.92,Oftalmologia
PROC007,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,6857.94,Ortopedia e Traumatologia
PROC018,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,8324.41,Cirurgia Cardiovascular
PROC007,Negado,Incompatibilidade técnica entre o CID informado e o procedimento solicitado.,9910.7,Urologia
PROC014,Negado,Ausência de exames complementares que comprovem a necessidade do procedimento.,915.68,Neurologia
PROC011,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,7216.14,Cardiologia
PROC009,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,31991.35,Cirurgia Cardiovascular
PROC014,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,15836.25,Ginecologia e Obstetrícia
PROC001,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,22880.09,Ginecologia e Obstetrícia
PROC020,Negado,Falta de comprovação do esgotamento de linhas de tratamento conservadoras.,1296.54,Neurologia
PROC003,Negado,"Glosa técnica por incompatibilidade, redundância ou excesso de OPMEs solicitadas.",5572.14,Cirurgia Geral
PROC010,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,14091.78,Anestesiologia
PROC001,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,5809.69,Otorrinolaringologia
PROC013,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,11274.31,Cirurgia Cardiovascular
PROC012,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,5365.35,Clínica Médica
PROC001,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,11498.56,Pediatria
PROC012,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,6640.26,Pneumologia
PROC008,Negado,Incompatibilidade técnica entre o CID informado e o procedimento solicitado.,2505.89,Anestesiologia
PROC019,Negado,"Procedimento experimental, off-label ou fora do rol de coberturas contratuais.",8572.14,Cardiologia
PROC018,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,9673.24,Neurologia
PROC007,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",13271.28,Pediatria
PROC008,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,31624.01,Oncologia
PROC011,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,24638.88,Otorrinolaringologia
PROC005,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",33602.67,Pediatria
PROC006,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,25272.33,Clínica Médica
PROC014,Negado,Ausência de exames complementares que comprovem a necessidade do procedimento.,12392.65,Infectologia
PROC011,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",27387.12,Otorrinolaringologia
PROC016,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,29652.6,Cirurgia Cardiovascular
PROC005,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,25786.98,Cirurgia Cardiovascular
PROC001,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,27198.97,Neurocirurgia
PROC007,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,23302.1,Cardiologia
PROC005,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,5725.19,Cirurgia Geral
PROC017,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",18173.25,Neurocirurgia
PROC008,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,16282.25,Anestesiologia
PROC006,Negado,Ausência de exames complementares que comprovem a necessidade do procedimento.,13378.6,Pediatria
PROC016,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,9033.15,Cirurgia Geral
PROC009,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,18704.52,Cirurgia Geral
PROC012,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,30996.46,Ginecologia e Obstetrícia
PROC002,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,29418.68,Ortopedia e Traumatologia
PROC009,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,13931.09,Pediatria
PROC013,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,18663.21,Cirurgia Geral
PROC013,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",28822.6,Reumatologia
PROC012,Negado,Falta de comprovação do esgotamento de linhas de tratamento conservadoras.,615.46,Otorrinolaringologia
PROC005,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,18591.5,Oftalmologia
PROC009,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,13443.14,Pneumologia
PROC004,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",25544.64,Reumatologia
PROC016,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,23077.36,Otorrinolaringologia
PROC014,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,20583.84,Clínica Médica
PROC006,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,31308.96,Endocrinologia
PROC005,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,18662.46,Cardiologia
PROC013,Negado,Não preenchimento dos critérios estabelecidos nas Diretrizes de Utilização (DUT).,15873.91,Anestesiologia
PROC010,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,30514.82,Neurologia
PROC006,Negado,Falta de comprovação do esgotamento de linhas de tratamento conservadoras.,2997.46,Reumatologia
PROC019,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,6868.99,Gastroenterologia
PROC011,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,8967.71,Oftalmologia
PROC013,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,18867.64,Endocrinologia
PROC017,Negado,Falta de comprovação do esgotamento de linhas de tratamento conservadoras.,2185.23,Urologia
PROC016,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,4349.82,Anestesiologia
PROC005,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,31517.55,Anestesiologia
PROC014,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,24780.33,Neurocirurgia
PROC014,Negado,"Divergência na codificação TUSS, lateralidade ou preenchimento incorreto da guia.",14317.22,Reumatologia
PROC013,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,15581.54,Cirurgia Geral
PROC009,Negado,"Glosa técnica por incompatibilidade, redundância ou excesso de OPMEs solicitadas.",5457.17,Otorrinolaringologia
PROC018,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,25169.23,Urologia
PROC001,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,13876.01,Pediatria
PROC007,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,6431.52,Ortopedia e Traumatologia
PROC019,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,20285.85,Infectologia
PROC020,Negado,Fracionamento indevido de códigos TUSS do procedimento cirúrgico principal.,13712.01,Infectologia
PROC014,Negado,"Divergência na codificação TUSS, lateralidade ou preenchimento incorreto da guia.",3627.59,Cirurgia Cardiovascular
PROC018,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,20724.61,Cirurgia Cardiovascular
PROC013,Negado,"Glosa técnica por incompatibilidade, redundância ou excesso de OPMEs solicitadas.",13586.75,Endocrinologia
PROC015,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,27769.54,Gastroenterologia
PROC018,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,6632.94,Anestesiologia
PROC001,Negado,"Divergência na codificação TUSS, lateralidade ou preenchimento incorreto da guia.",16702.58,Neurologia
PROC014,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,13734.23,Neurologia
PROC020,Negado,Fracionamento indevido de códigos TUSS do procedimento cirúrgico principal.,11244.4,Cardiologia
PROC017,Negado,Falta de comprovação do esgotamento de linhas de tratamento conservadoras.,1505.6,Nefrologia
PROC006,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,29949.19,Otorrinolaringologia
PROC017,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,21993.42,Nefrologia
PROC002,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,34176.83,Cirurgia Geral
PROC003,Negado,Negativa por Cobertura Parcial Temporária (CPT) vigente para doença preexistente.,12219.09,Infectologia
PROC013,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,26108.08,Pediatria
PROC003,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",12944.66,Neurologia
PROC009,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,16570.85,Reumatologia
PROC013,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,14961.15,Pediatria
PROC004,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,12690.85,Cirurgia Cardiovascular
PROC004,Negado,"Procedimento experimental, off-label ou fora do rol de coberturas contratuais.",14730.08,Neurocirurgia
PROC019,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,20235.1,Infectologia
PROC008,Negado,"Divergência na codificação TUSS, lateralidade ou preenchimento incorreto da guia.",12427.91,Ortopedia e Traumatologia
PROC019,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,3483.33,Clínica Médica
PROC008,Negado,Fracionamento indevido de códigos TUSS do procedimento cirúrgico principal.,17220.3,Reumatologia
PROC017,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,9591.11,Cirurgia Cardiovascular
PROC003,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",3769.77,Ginecologia e Obstetrícia
PROC006,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,31427.89,Otorrinolaringologia
PROC009,Negado,Incompatibilidade técnica entre o CID informado e o procedimento solicitado.,9232.49,Gastroenterologia
PROC007,Negado,"Tratamento elegível para via ambulatorial, sem justificativa clínica para internação.",4118.63,Reumatologia
PROC007,Negado,Negativa por Cobertura Parcial Temporária (CPT) vigente para doença preexistente.,3229.92,Reumatologia
PROC004,Negado,"Divergência na codificação TUSS, lateralidade ou preenchimento incorreto da guia.",11241.97,Oncologia
PROC018,Negado,Negativa por Cobertura Parcial Temporária (CPT) vigente para doença preexistente.,11361.68,Cardiologia
PROC016,Negado,"Divergência na codificação TUSS, lateralidade ou preenchimento incorreto da guia.",3700.26,Pediatria
PROC017,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,3030.21,Infectologia
PROC014,Negado,Não preenchimento dos critérios estabelecidos nas Diretrizes de Utilização (DUT).,9293.32,Otorrinolaringologia
PROC013,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,24800.67,Gastroenterologia
PROC015,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,23984.68,Ortopedia e Traumatologia
PROC013,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",21911.9,Pediatria
PROC009,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,10306.0,Gastroenterologia
PROC020,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,15529.27,Ortopedia e Traumatologia
PROC014,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,10651.48,Cirurgia Geral
PROC006,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,28719.64,Pediatria
PROC009,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,7826.94,Reumatologia
PROC005,Negado,Ausência de exames complementares que comprovem a necessidade do procedimento.,7876.61,Otorrinolaringologia
PROC005,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",27744.25,Neurocirurgia
PROC010,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,14665.98,Infectologia
PROC006,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,17307.03,Cardiologia
PROC004,Negado,"Tratamento elegível para via ambulatorial, sem justificativa clínica para internação.",6816.84,Oftalmologia
PROC018,Negado,"Tratamento elegível para via ambulatorial, sem justificativa clínica para internação.",6522.45,Cirurgia Cardiovascular
PROC014,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,20697.66,Oncologia
PROC018,Negado,"Tratamento elegível para via ambulatorial, sem justificativa clínica para internação.",6714.41,Gastroenterologia
PROC017,Negado,"Divergência na codificação TUSS, lateralidade ou preenchimento incorreto da guia.",16068.57,Otorrinolaringologia
PROC013,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,30547.11,Anestesiologia
PROC011,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,29892.85,Urologia
PROC003,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,11795.69,Neurologia
PROC010,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,10368.19,Infectologia
PROC015,Negado,"Procedimento experimental, off-label ou fora do rol de coberturas contratuais.",17396.71,Cirurgia Geral
PROC014,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,5426.35,Gastroenterologia
PROC008,Negado,"Glosa técnica por incompatibilidade, redundância ou excesso de OPMEs solicitadas.",4185.0,Infectologia
PROC013,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,19737.06,Oncologia
PROC001,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,4712.78,Ginecologia e Obstetrícia
PROC020,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,11656.73,Endocrinologia
PROC008,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,5637.17,Nefrologia
PROC006,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",30280.47,Clínica Médica
PROC011,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,19740.83,Otorrinolaringologia
PROC005,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,22529.41,Cirurgia Cardiovascular
PROC019,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,31921.6,Urologia
PROC016,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,16134.88,Cirurgia Cardiovascular
PROC012,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,1556.79,Urologia
PROC017,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,19286.34,Endocrinologia
PROC016,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,28171.21,Otorrinolaringologia
PROC020,Negado,"Procedimento experimental, off-label ou fora do rol de coberturas contratuais.",7038.77,Reumatologia
PROC014,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,6718.51,Cirurgia Cardiovascular
PROC013,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,15471.69,Ginecologia e Obstetrícia
PROC008,Negado,Falta de comprovação do esgotamento de linhas de tratamento conservadoras.,14632.56,Neurocirurgia
PROC009,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,15156.15,Nefrologia
PROC003,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,22726.97,Gastroenterologia
PROC020,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,7547.28,Oftalmologia
PROC001,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,7484.69,Endocrinologia
PROC004,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,25776.22,Nefrologia
PROC008,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,8540.96,Neurologia
PROC014,Negado,"Divergência na codificação TUSS, lateralidade ou preenchimento incorreto da guia.",17964.36,Nefrologia
PROC015,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,3094.1,Cardiologia
PROC013,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,7696.1,Neurologia
PROC009,Negado,"Glosa técnica por incompatibilidade, redundância ou excesso de OPMEs solicitadas.",17555.47,Ginecologia e Obstetrícia
PROC008,Negado,"Divergência na codificação TUSS, lateralidade ou preenchimento incorreto da guia.",4825.34,Ginecologia e Obstetrícia
PROC002,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,18814.5,Pneumologia
PROC007,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,32844.08,Otorrinolaringologia
PROC006,Negado,"Procedimento experimental, off-label ou fora do rol de coberturas contratuais.",9616.21,Cardiologia
PROC009,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,13382.42,Otorrinolaringologia
PROC002,Negado,Incompatibilidade técnica entre o CID informado e o procedimento solicitado.,11575.91,Pneumologia
PROC011,Aprovado,Indicação adequada e justificada de OPMEs conforme literatura atualizada.,20962.75,Clínica Médica
PROC013,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,20840.4,Reumatologia
PROC016,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,9606.81,Anestesiologia
PROC016,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",32662.69,Neurologia
PROC002,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,24904.89,Cardiologia
PROC004,Aprovado,"Cobertura contratual vigente, sem restrições de carência ou CPT.",34380.64,Endocrinologia
PROC012,Negado,Não preenchimento dos critérios estabelecidos nas Diretrizes de Utilização (DUT).,12561.87,Oftalmologia
PROC012,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,17603.21,Endocrinologia
PROC015,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,7614.42,Cirurgia Cardiovascular
PROC006,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,10505.97,Cirurgia Cardiovascular
PROC020,Aprovado,Pertinência clínica do procedimento corroborada por exames complementares.,16389.19,Cirurgia Cardiovascular
PROC009,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,27426.03,Cirurgia Cardiovascular
PROC017,Negado,Não preenchimento dos critérios estabelecidos nas Diretrizes de Utilização (DUT).,11345.36,Ginecologia e Obstetrícia
PROC012,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,23450.18,Anestesiologia
PROC018,Aprovado,Parecer favorável para manutenção de internação por dependência de cuidados.,27081.81,Ginecologia e Obstetrícia
PROC005,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,22862.55,Anestesiologia
PROC004,Aprovado,Quadro de urgência/emergência devidamente configurado em relatório médico.,2679.67,Oncologia
PROC005,Negado,Incompatibilidade técnica entre o CID informado e o procedimento solicitado.,2373.47,Gastroenterologia
PROC007,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,23437.74,Oncologia
PROC017,Negado,"Tratamento elegível para via ambulatorial, sem justificativa clínica para internação.",1359.0,Anestesiologia
PROC008,Negado,Não preenchimento dos critérios estabelecidos nas Diretrizes de Utilização (DUT).,16778.69,Anestesiologia
PROC007,Negado,"Glosa técnica por incompatibilidade, redundância ou excesso de OPMEs solicitadas.",8691.04,Otorrinolaringologia
PROC002,Aprovado,Correção de lateralidade e codificação TUSS em conformidade com o pedido.,28984.5,Cirurgia Geral
PROC002,Aprovado,Adequação integral às Diretrizes de Utilização (DUT) vigentes.,26019.35,Anestesiologia
PROC010,Negado,"Procedimento experimental, off-label ou fora do rol de coberturas contratuais.",2199.59,Neurologia
PROC008,Aprovado,Alinhamento terapêutico e histórico de esgotamento de linhas conservadoras.,18985.29,Cirurgia Cardiovascular
